0 6.116626593 6.058726739 8.73520820667861e-07 0.159231905
5 6.101880012 6.058726739 8.73520820667861e-07 0.155113471
10 6.075810214 6.058726739 8.73520820667861e-07 0.155653706
15 6.064738014 6.058726739 8.73520820667861e-07 0.156860045
20 6.062815456 6.058726739 8.73520820667861e-07 0.153024897
25 6.058726739 6.058726739 8.73520820667861e-07 0.153867639
30 6.071397896 6.071397896 8.48402821181464e-07 0.149724465
35 6.083777185 6.083777185 8.24561047966616e-07 0.149887306
40 6.096643368 6.096643368 8.00491329072451e-07 0.14455547
45 6.111106266 6.111106266 7.7427232063223e-07 0.145000165
50 6.127579028 6.127579028 7.45454210355431e-07 0.137707764
55 6.145413105 6.145413105 7.15462531739076e-07 0.135611167
60 6.176814425 6.176814425 6.65557489647867e-07 0.135601111
65 6.18 6.18 6.60693448007596e-07 0.067631928
70 6.192617847 6.192617847 6.41774050727621e-07 0.136142646
75 6.210361663 6.210361663 6.16081740052589e-07 0.131257527
80 6.220011357 6.220011357 6.02543829070696e-07 0.141768061
85 6.232463755 6.232463755 5.8551259952174e-07 0.147173059
90 6.248663672 6.248663672 5.64074319322758e-07 0.157202037
95 6.256597979 6.256597979 5.53862575684411e-07 0.157642762
100 6.263832 6.263832 5.44713325887751e-07 0.159870357
105 6.265268475 6.265268475 5.42914605234959e-07 0.161364053
110 6.266392086 6.26634719 5.41567769329847e-07 0.16055016
115 6.26634719 6.26634719 5.41567769329847e-07 0.153936917
120 6.270490234 6.269650457 5.37464201742694e-07 0.152761781
125 6.269650457 6.269650457 5.37464201742694e-07 0.153675092
130 6.279582849 6.279582849 5.25311793463041e-07 0.148541799
135 6.280141202 6.280141202 5.24636857534991e-07 0.14588915
140 6.28541824 6.28541824 5.18300657771776e-07 0.144621783
145 6.287897883 6.287897883 5.15349806124846e-07 0.141375196
150 6.292293883 6.291190451 5.11457497085601e-07 0.142458685
155 6.291190451 6.291190451 5.11457497085601e-07 0.140270555
160 6.295700683 6.295700683 5.06173397969086e-07 0.142009058
165 6.299797731 6.299797731 5.01420711729439e-07 0.141020297
170 6.30889152 6.30889152 4.91030512612768e-07 0.142364053
175 6.308270628 6.30889152 4.91030512612768e-07 0.143908817
180 6.320559812 6.320559812 4.78013528531433e-07 0.139578691
185 6.330385097 6.330385097 4.67320575660832e-07 0.140306074
190 6.337702634 6.337702634 4.59512538213582e-07 0.141569761
195 6.348427051 6.348427051 4.48304345927459e-07 0.140302034
200 6.346338475 6.348427051 4.48304345927459e-07 0.144272076
205 6.348558434 6.348558434 4.48168745167908e-07 0.142275614
210 6.345900378 6.348558434 4.48168745167908e-07 0.142450513
215 6.361803555 6.361803555 4.34706811216446e-07 0.143244509
220 6.364876896 6.364876896 4.31641411456073e-07 0.144853061
225 6.375208201 6.375208201 4.21494390356427e-07 0.145789544
230 6.376752218 6.376752218 4.19998541252435e-07 0.143025401
235 6.383859243 6.383859243 4.13181394434807e-07 0.146398274
240 6.388190794 6.388190794 4.09080903062442e-07 0.146605203
245 6.391124369 6.391124369 4.06326952569735e-07 0.147015189
250 6.396992184 6.396992184 4.00873932092577e-07 0.149429356
255 6.403597861 6.403597861 3.9482272262562e-07 0.148889756
260 6.406827274 6.406827274 3.91897710229338e-07 0.152972262
265 6.41375658 6.41375658 3.85694477020641e-07 0.154396391
270 6.419903317 6.419903317 3.80274043823055e-07 0.153375452
275 6.430066128 6.430066128 3.71478661463334e-07 0.150945571
280 6.437046954 6.437046954 3.65555267256655e-07 0.154506241
285 6.448135265 6.448135265 3.56340130738454e-07 0.162501245
290 6.457184168 6.457184168 3.48992289554894e-07 0.164568899
295 6.466469305 6.466469305 3.41610094099636e-07 0.167568044
300 6.475128696 6.475128696 3.34866192385632e-07 0.166521807
