0 5.911038493 5.911037153 1.22733044385742e-06 0.005299162
5 5.911037153 5.911037153 1.22733423074719e-06 0.004975651
10 5.925181589 5.925181589 1.18800538986089e-06 0.009159739
15 5.950718081 5.950718081 1.12016479406743e-06 0.012779621
20 5.98608706 5.98608706 1.03255439600121e-06 0.013270957
25 6.03116916 6.03116916 9.30745274642795e-07 0.014349321
30 6.077731664 6.077731664 8.36119468853713e-07 0.013678753
35 6.131679956 6.131679956 7.38448213232374e-07 0.011970369
40 6.178151221 6.178151221 6.63511995814615e-07 0.013735103
45 6.217924673 6.217924673 6.0544587831408e-07 0.014900233
50 6.247887531 6.247887531 5.65083295171335e-07 0.016634395
55 6.272906291 6.272906291 5.33449987145867e-07 0.018130792
60 6.295814313 6.295814313 5.06040978696271e-07 0.02070314
65 6.313515917 6.313515917 4.85829724831819e-07 0.022587009
70 6.326142732 6.326142732 4.7190792202085e-07 0.022977955
75 6.335698458 6.335698458 4.61637990623042e-07 0.023657281
80 6.344997689 6.344997689 4.51858348830677e-07 0.023531369
85 6.354944903 6.354944903 4.41626470976191e-07 0.023521769
90 6.364212856 6.364212856 4.32301899705961e-07 0.025085898
95 6.371341819 6.371341819 4.25263570314613e-07 0.025042628
100 6.37736177 6.37736177 4.19409467745832e-07 0.027555174
105 6.379916364 6.379916364 4.16949671492831e-07 0.028299351
110 6.388845395 6.388845395 4.08464770304242e-07 0.028261872
115 6.390787326 6.390787326 4.06642413197963e-07 0.028773652
120 6.398786547 6.398786547 3.99221068789476e-07 0.0357297
125 6.403329713 6.403329713 3.95066574709169e-07 0.036536247
130 6.41319535 6.41319535 3.86193224405695e-07 0.031171811
135 6.417275541 6.417275541 3.82581934666044e-07 0.03161874
140 6.421428017 6.421428017 3.78941336926809e-07 0.039990402
145 6.427763885 6.427763885 3.73453139703265e-07 0.04249569
150 6.436020153 6.436020153 3.66420570874103e-07 0.03641366
155 6.43981926 6.43981926 3.63229188130825e-07 0.03660411
160 6.44599119 6.44599119 3.58103701439949e-07 0.046579556
165 6.452550554 6.452550554 3.52735724066953e-07 0.047335336
170 6.454552343 6.454552343 3.51113604275725e-07 0.039452622
175 6.468862927 6.468862927 3.39732482799969e-07 0.040194673
180 6.471127913 6.471127913 3.37965280439918e-07 0.050712482
185 6.478555553 6.478555553 3.32234284575047e-07 0.052008771
190 6.472921649 6.478555553 3.36572284852105e-07 0.044375297
195 6.494323886 6.494323886 3.2038790601687e-07 0.044127349
200 6.493711078 6.494323886 3.20840306092605e-07 0.054557173
205 6.498149324 6.498149324 3.17578194993698e-07 0.05297673
210 6.496067997 6.498149324 3.19103819871421e-07 0.044915614
215 6.550490761 6.550490761 2.81519990388699e-07 0.042470234
220 6.561713666 6.561713666 2.74338231080379e-07 0.060168914
225 6.524005838 6.561713666 2.99222441338579e-07 0.054796927
230 6.621677308 6.621677308 2.38958614757869e-07 0.031367251
