#t      6,475988937     0,127327694
0	6,010382819	0,104528945
5	5,994820111	0,08949079
10	5,972152798	0,047115543
15	5,959868626	0,03412444
20	5,95617051	0,033571858
25	5,96089341	0,038348451
30	5,973591447	0,043273446
35	5,988151222	0,045732186
40	6,003973827	0,047441862
45	6,021570207	0,047994702
50	6,039181666	0,045227278
55	6,062719272	0,042998558
60	6,090294893	0,050154651
65	6,099455612	0,041488989
70	6,117466884	0,039713705
75	6,132026744	0,038963962
80	6,144077283	0,036582362
85	6,155049073	0,035096667
90	6,163768337	0,033175776
95	6,172082396	0,032769861
100	6,179169187	0,032566284
105	6,186005889	0,0320484
110	6,192843604	0,030989941
115	6,195981977	0,031679414
120	6,201818742	0,03177487
125	6,206361491	0,032363839
130	6,213955986	0,037746238
135	6,221035452	0,039583073
140	6,224879518	0,038812304
145	6,23021756	0,034321667
150	6,235650298	0,038187588
155	6,24085819	0,037989134
160	6,246376315	0,038565613
165	6,251262503	0,033392967
170	6,256702018	0,038989345
175	6,25942196	0,038243569
180	6,24910234	0,045025323
185	6,281767552	0,036715802
190	6,289572881	0,048888706
195	6,302468767	0,036297618
200	6,266616994	0,042345829
205	6,301779968	0,052689847
210	6,304541695	0,037215883
215	6,316408717	0,038431384
220	6,29762004	0,041677109
