#t      6,55            0,148847553 
0	6,116626593	0,159231905
5	6,101880012	0,155113471
10	6,075810214	0,155653706
15	6,064738014	0,156860045
20	6,062815456	0,153024897
25	6,058726739	0,153867639
30	6,071397896	0,149724465
35	6,083777185	0,149887306
40	6,096643368	0,14455547
45	6,111106266	0,145000165
50	6,127579028	0,137707764
55	6,145413105	0,135611167
60	6,176814425	0,135601111
65	6,18	0,067631928
70	6,192617847	0,136142646
75	6,210361663	0,131257527
80	6,220011357	0,141768061
85	6,232463755	0,147173059
90	6,248663672	0,157202037
95	6,256597979	0,157642762
100	6,263832	0,159870357
105	6,265268475	0,161364053
110	6,266392086	0,16055016
115	6,26634719	0,153936917
120	6,270490234	0,152761781
125	6,269650457	0,153675092
130	6,279582849	0,148541799
135	6,280141202	0,14588915
140	6,28541824	0,144621783
145	6,287897883	0,141375196
150	6,292293883	0,142458685
155	6,291190451	0,140270555
160	6,295700683	0,142009058
165	6,299797731	0,141020297
170	6,30889152	0,142364053
175	6,308270628	0,143908817
180	6,320559812	0,139578691
185	6,330385097	0,140306074
190	6,337702634	0,141569761
195	6,348427051	0,140302034
200	6,346338475	0,144272076
205	6,348558434	0,142275614
210	6,345900378	0,142450513
215	6,361803555	0,143244509
220	6,364876896	0,144853061
225	6,375208201	0,145789544
230	6,376752218	0,143025401
235	6,383859243	0,146398274
240	6,388190794	0,146605203
245	6,391124369	0,147015189
250	6,396992184	0,149429356
255	6,403597861	0,148889756
260	6,406827274	0,152972262
265	6,41375658	0,154396391
270	6,419903317	0,153375452
275	6,430066128	0,150945571
280	6,437046954	0,154506241
285	6,448135265	0,162501245
290	6,457184168	0,164568899
295	6,466469305	0,167568044
300	6,475128696	0,166521807

