0	5,911038493	0,005299162
5	5,911037153	0,004975651
10	5,925181589	0,009159739
15	5,950718081	0,012779621
20	5,98608706	0,013270957
25	6,03116916	0,014349321
30	6,077731664	0,013678753
35	6,131679956	0,011970369
40	6,178151221	0,013735103
45	6,217924673	0,014900233
50	6,247887531	0,016634395
55	6,272906291	0,018130792
60	6,295814313	0,02070314
65	6,313515917	0,022587009
70	6,326142732	0,022977955
75	6,335698458	0,023657281
80	6,344997689	0,023531369
85	6,354944903	0,023521769
90	6,364212856	0,025085898
95	6,371341819	0,025042628
100	6,37736177	0,027555174
105	6,379916364	0,028299351
110	6,388845395	0,028261872
115	6,390787326	0,028773652
120	6,398786547	0,0357297
125	6,403329713	0,036536247
130	6,41319535	0,031171811
135	6,417275541	0,03161874
140	6,421428017	0,039990402
145	6,427763885	0,04249569
150	6,436020153	0,03641366
155	6,43981926	0,03660411
160	6,44599119	0,046579556
165	6,452550554	0,047335336
170	6,454552343	0,039452622
175	6,468862927	0,040194673
180	6,471127913	0,050712482
185	6,478555553	0,052008771
190	6,472921649	0,044375297
195	6,494323886	0,044127349
200	6,493711078	0,054557173
205	6,498149324	0,05297673
210	6,496067997	0,044915614
215	6,550490761	0,042470234
220	6,561713666	0,060168914
225	6,524005838	0,054796927
230	6,621677308	0,031367251
235	6,633343985	0,026328022
