#t      6,90219434      0,042864674
0	5,907467537	0,003194174
5	5,913334918	0,00215367
10	5,946727079	0,000688266
15	5,987504925	0,001831628
20	6,015697274	0,010252745
25	6,082229585	0,006337881
30	6,134242911	0,006826826
35	6,182308501	0,010399111
40	6,212212926	0,016974156
45	6,262963314	0,013488455
50	6,281000781	0,013008913
55	6,306816114	0,013256127
60	6,32549408	0,014682272
65	6,345116556	0,014159483
70	6,368844603	0,014339571
75	6,392796569	0,014902502
80	6,404218091	0,015769888
85	6,416292407	0,01509181
90	6,431157263	0,017466114
95	6,452967013	0,016256896
100	6,472656243	0,016937035
105	6,491190767	0,019566485
110	6,498010501	0,020103688
115	6,512009221	0,019554104
120	6,522909455	0,021364384
125	6,533495475	0,022437082
130	6,545428683	0,023144948
135	6,558611182	0,025267487
140	6,571677596	0,02741596
145	6,58557855	0,025591803
150	6,59431448	0,023940678
155	6,604411875	0,023857676
160	6,621601154	0,023721337
165	6,628423088	0,023810145
170	6,643191078	0,023964625
175	6,654835667	0,018987029
180	6,660816558	0,026107136
185	6,665414399	0,026520102
190	6,66902605	0,027234675
195	6,679776082	0,025156556
200	6,680100212	0,0320498
205	6,687031563	0,034376239
210	6,694004904	0,032724993
215	6,710503498	0,028105707
220	6,714704158	0,02899974
225	6,732947677	0,025827316
230	6,74588963	0,0212158
235	6,760890368	0,018782457
240	6,743010802	0,023705524
245	6,747084103	0,022681092
250	6,748928197	0,025749461
255	6,768827695	0,024446018
260	6,757034601	0,031212741
265	6,758406822	0,032791597
270	6,759563424	0,032559784
275	6,77858318	0,033658451
280	6,762235491	0,033415809
285	6,771251984	0,03090092
290	6,773449011	0,032510599
295	6,796777496	0,032149157
300	6,79936615	0,040457957
