0 7.64493e-07 8.73521e-07 8.73521e-07 6.11663 6.05873
5 7.90897e-07 8.73521e-07 8.73521e-07 6.10188 6.05873
10 8.39827e-07 8.73521e-07 8.73521e-07 6.07581 6.05873
15 8.61513e-07 8.73521e-07 8.73521e-07 6.06474 6.05873
20 8.65336e-07 8.73521e-07 8.73521e-07 6.06282 6.05873
25 8.73521e-07 8.73521e-07 8.73521e-07 6.05873 6.05873
30 8.48403e-07 8.48403e-07 8.42155e-07 6.0714 6.07461
35 8.24561e-07 8.24561e-07 8.10807e-07 6.08378 6.09108
40 8.00491e-07 8.00491e-07 7.82411e-07 6.09664 6.10657
45 7.74272e-07 7.74272e-07 7.56568e-07 6.11111 6.12115
50 7.45454e-07 7.45454e-07 7.32949e-07 6.12758 6.13493
55 7.15463e-07 7.15463e-07 7.11279e-07 6.14541 6.14796
60 6.65557e-07 6.65557e-07 6.91325e-07 6.17681 6.16032
65 6.60693e-07 6.60693e-07 6.72893e-07 6.18 6.17205
70 6.41774e-07 6.41774e-07 6.55813e-07 6.19262 6.18322
75 6.16082e-07 6.16082e-07 6.39943e-07 6.21036 6.19386
80 6.02544e-07 6.02544e-07 6.25159e-07 6.22001 6.20401
85 5.85513e-07 5.85513e-07 6.11352e-07 6.23246 6.21371
90 5.64074e-07 5.64074e-07 5.98429e-07 6.24866 6.22299
95 5.53863e-07 5.53863e-07 5.86307e-07 6.2566 6.23187
100 5.44713e-07 5.44713e-07 5.74915e-07 6.26383 6.2404
105 5.42915e-07 5.42915e-07 5.64189e-07 6.26527 6.24858
110 5.41512e-07 5.41512e-07 5.54071e-07 6.26639 6.25643
115 5.41568e-07 5.41512e-07 5.44511e-07 6.26635 6.26399
120 5.36426e-07 5.36426e-07 5.35465e-07 6.27049 6.27127
125 5.37464e-07 5.36426e-07 5.26892e-07 6.26965 6.27828
130 5.25312e-07 5.25312e-07 5.18755e-07 6.27958 6.28504
135 5.24637e-07 5.24637e-07 5.11024e-07 6.28014 6.29156
140 5.18301e-07 5.18301e-07 5.03667e-07 6.28542 6.29786
145 5.1535e-07 5.1535e-07 4.96658e-07 6.2879 6.30394
150 5.1016e-07 5.1016e-07 4.89974e-07 6.29229 6.30983
155 5.11457e-07 5.1016e-07 4.83591e-07 6.29119 6.31552
160 5.06173e-07 5.06173e-07 4.77491e-07 6.2957 6.32103
165 5.01421e-07 5.01421e-07 4.71655e-07 6.2998 6.32638
170 4.91031e-07 4.91031e-07 4.66066e-07 6.30889 6.33155
175 4.91733e-07 4.91031e-07 4.60708e-07 6.30827 6.33657
180 4.78014e-07 4.78014e-07 4.55568e-07 6.32056 6.34145
185 4.67321e-07 4.67321e-07 4.50633e-07 6.33039 6.34618
190 4.59513e-07 4.59513e-07 4.4589e-07 6.3377 6.35077
195 4.48304e-07 4.48304e-07 4.41329e-07 6.34843 6.35524
200 4.50465e-07 4.48304e-07 4.36939e-07 6.34634 6.35958
205 4.48169e-07 4.48169e-07 4.32711e-07 6.34856 6.3638
210 4.5092e-07 4.48169e-07 4.28637e-07 6.3459 6.36791
215 4.34707e-07 4.34707e-07 4.24707e-07 6.3618 6.37191
220 4.31641e-07 4.31641e-07 4.20914e-07 6.36488 6.37581
225 4.21494e-07 4.21494e-07 4.17252e-07 6.37521 6.3796
230 4.19999e-07 4.19999e-07 4.13713e-07 6.37675 6.3833
235 4.13181e-07 4.13181e-07 4.10292e-07 6.38386 6.38691
240 4.09081e-07 4.09081e-07 4.06982e-07 6.38819 6.39042
245 4.06327e-07 4.06327e-07 4.03779e-07 6.39112 6.39386
250 4.00874e-07 4.00874e-07 4.00677e-07 6.39699 6.39721
255 3.94823e-07 3.94823e-07 3.97672e-07 6.4036 6.40048
260 3.91898e-07 3.91898e-07 3.94758e-07 6.40683 6.40367
265 3.85694e-07 3.85694e-07 3.91933e-07 6.41376 6.40679
270 3.80274e-07 3.80274e-07 3.89192e-07 6.4199 6.40984
275 3.71479e-07 3.71479e-07 3.86531e-07 6.43007 6.41282
280 3.65555e-07 3.65555e-07 3.83947e-07 6.43705 6.41573
285 3.5634e-07 3.5634e-07 3.81437e-07 6.44814 6.41858
290 3.48992e-07 3.48992e-07 3.78997e-07 6.45718 6.42136
295 3.4161e-07 3.4161e-07 3.76624e-07 6.46647 6.42409
300 3.34866e-07 3.34866e-07 3.74317e-07 6.47513 6.42676
