0 1.24614e-06 1.24614e-06 1.21893e-06 5.90443 5.91402
5 1.24473e-06 1.24473e-06 1.21893e-06 5.90493 5.91402
10 1.22173e-06 1.22173e-06 1.21893e-06 5.91302 5.91402
15 1.16311e-06 1.16311e-06 1.21893e-06 5.93438 5.91402
20 1.08732e-06 1.08732e-06 1.12109e-06 5.96364 5.95036
25 9.71296e-07 9.71296e-07 9.54944e-07 6.01265 6.02002
30 8.77178e-07 8.77178e-07 8.36195e-07 6.05691 6.07769
35 7.82174e-07 7.82174e-07 7.47096e-07 6.1067 6.12662
40 6.98197e-07 6.98197e-07 6.77773e-07 6.15602 6.16892
45 6.23911e-07 6.23911e-07 6.22301e-07 6.20488 6.206
50 5.64827e-07 5.64827e-07 5.76905e-07 6.24808 6.2389
55 5.152e-07 5.152e-07 5.39068e-07 6.28802 6.26836
60 4.79317e-07 4.79317e-07 5.07048e-07 6.31938 6.29495
65 4.48498e-07 4.48498e-07 4.79599e-07 6.34824 6.31912
70 4.26868e-07 4.26868e-07 4.55807e-07 6.36971 6.34122
75 4.11191e-07 4.11191e-07 4.34987e-07 6.38596 6.36152
80 3.98852e-07 3.98852e-07 4.16616e-07 6.39919 6.38026
85 3.87822e-07 3.87822e-07 4.00284e-07 6.41137 6.39763
90 3.78836e-07 3.78836e-07 3.8567e-07 6.42155 6.41378
95 3.70973e-07 3.70973e-07 3.72517e-07 6.43066 6.42885
100 3.63493e-07 3.63493e-07 3.60617e-07 6.4395 6.44295
105 3.57084e-07 3.57084e-07 3.49797e-07 6.44723 6.45618
110 3.50086e-07 3.50086e-07 3.39918e-07 6.45582 6.46863
115 3.45369e-07 3.45369e-07 3.30862e-07 6.46172 6.48035
120 3.3992e-07 3.3992e-07 3.2253e-07 6.46862 6.49143
125 3.34735e-07 3.34735e-07 3.14839e-07 6.4753 6.50191
130 3.13363e-07 3.13363e-07 3.07717e-07 6.50395 6.51185
135 3.06816e-07 3.06816e-07 3.01103e-07 6.51312 6.52128
140 3.01696e-07 3.01696e-07 2.94946e-07 6.52043 6.53026
145 3.07383e-07 3.01696e-07 2.89199e-07 6.51232 6.5388
150 2.89087e-07 2.89087e-07 2.83823e-07 6.53897 6.54695
155 2.82713e-07 2.82713e-07 2.78782e-07 6.54865 6.55473
160 2.76963e-07 2.76963e-07 2.74047e-07 6.55758 6.56217
165 2.83416e-07 2.76963e-07 2.69591e-07 6.54758 6.5693
170 2.6753e-07 2.6753e-07 2.65388e-07 6.57263 6.57612
175 2.63934e-07 2.63934e-07 2.6142e-07 6.5785 6.58266
180 2.59516e-07 2.59516e-07 2.57666e-07 6.58584 6.58894
185 2.66564e-07 2.59516e-07 2.54109e-07 6.5742 6.59498
190 2.50503e-07 2.50503e-07 2.50735e-07 6.60119 6.60079
195 2.47047e-07 2.47047e-07 2.47529e-07 6.60722 6.60637
200 2.43425e-07 2.43425e-07 2.4448e-07 6.61363 6.61176
205 2.51659e-07 2.43425e-07 2.41576e-07 6.59919 6.61695
210 2.35608e-07 2.35608e-07 2.38806e-07 6.62781 6.62195
215 2.34167e-07 2.34167e-07 2.36163e-07 6.63047 6.62679
220 2.32083e-07 2.32083e-07 2.33637e-07 6.63436 6.63146
225 2.43042e-07 2.32083e-07 2.31221e-07 6.61432 6.63597
230 2.26009e-07 2.26009e-07 2.28908e-07 6.64587 6.64034
235 2.2458e-07 2.2458e-07 2.26691e-07 6.64863 6.64457
240 2.23119e-07 2.23119e-07 2.24565e-07 6.65146 6.64866
245 2.38118e-07 2.23119e-07 2.22524e-07 6.62321 6.65262
250 2.17218e-07 2.17218e-07 2.20562e-07 6.6631 6.65647
255 2.15638e-07 2.15638e-07 2.18676e-07 6.66627 6.6602
260 2.16158e-07 2.15638e-07 2.16862e-07 6.66523 6.66382
265 2.35019e-07 2.15638e-07 2.15114e-07 6.6289 6.66733
270 2.1186e-07 2.1186e-07 2.1343e-07 6.67395 6.67074
275 2.11082e-07 2.11082e-07 2.11806e-07 6.67555 6.67406
280 2.08753e-07 2.08753e-07 2.10239e-07 6.68037 6.67729
285 2.25422e-07 2.08753e-07 2.08726e-07 6.647 6.68042
290 2.04532e-07 2.04532e-07 2.07265e-07 6.68924 6.68347
295 2.02401e-07 2.02401e-07 2.05852e-07 6.69379 6.68645
