#Li dpH pHasymp pHini pHend
0 0 5.92431886363266 5.92431886363266 5.92431886363266
3 0.492522261145889 6.247293441 5.9242036447426 6.41672590588849
10 0.553608626888561 6.475988937 5.95695410187938 6.51056272876794
15 0.62403138010457 6.55 6.05872673899948 6.68275811910405
30 0.771186041487514 6.734604964 5.91570096651226 6.68688700799977
60 1.43650143894318 6.90219434 5.91039131893064 7.34689275787382
90 0.997926211534336 6.806267041 5.91402288166949 6.91194909320382
